frequency_rank,character,pinyin
76049,考得,kao de
76050,宣和,xuan he
76051,穰,rang
76052,台柱,tai zhu
76053,河东狮吼,he dong shi hou
76054,刘协,liu xie
76055,出头鸟,chu tou niao
76056,多囊肾,duo nang shen
76057,朱俊,zhu jun
76058,熟门熟路,shu men shu lu
76059,宴饮,yan yin
76060,颇令人,po ling ren
76061,杨彪,yang biao
76062,伊恩,yi en
76063,古生物学家,gu sheng wu xue jia
76064,婚假,hun jia
76065,凉白开,liang bai kai
76066,从轻发落,cong qing fa luo
76067,群情激昂,qun qing ji ang
76068,赵大爷,zhao da ye
76069,棋逢对手,qi feng dui shou
76070,施工期,shi gong qi
76071,第一分钟,di yi fen zhong
76072,杀人越货,sha ren yue huo
76073,雷斯,lei si
76074,余弦,yu xian
76075,徐海,xu hai
76076,连缀,lian zhui
76077,高波,gao bo
76078,共线,gong xian
76079,衷情,zhong qing
76080,成式,cheng shi
76081,突眼,tu yan
76082,地产类,di chan lei
76083,陈凌,chen ling
76084,韵文,yun wen
76085,掌灯,zhang deng
76086,安维尔斯,an wei er si
76087,中国字,zhong guo zi
76088,嘉善县,jia shan xian
76089,男孩子们,nan hai zi men
76090,贯彻始终,guan che shi zhong
76091,饯,jian
76092,毫米波,hao mi bo
76093,编码区,bian ma qu
76094,舱壁,cang bi
76095,表演奖,biao yan jiang
76096,切点,qie dian
76097,苦酒,ku jiu
76098,官渡区,guan du qu
76099,干骺端,gan hou duan
76100,情绪性,qing xu xing
76101,驽,nu
76102,医理,yi li
76103,农林牧副渔,nong lin mu fu yu
76104,凋敝,diao bi
76105,杭州火车站,hang zhou huo che zhan
76106,花丝,hua si
76107,显形,xian xing
76108,晋安,jin an
76109,李怀光,li huai guang
76110,宁安市,ning an shi
76111,忌恨,ji hen
76112,胡志铭,hu zhi ming
76113,天大地大,tian da di da
76114,夏令时,xia ling shi
76115,韦尔斯,wei er si
76116,姓罗,xing luo
76117,年幼无知,nian you wu zhi
76118,射阳县,she yang xian
76119,毛玉萍,mao yu ping
76120,赏罚分明,shang fa fen ming
76121,支系,zhi xi
76122,陈羽凡,chen yu fan
76123,拼力,pin li
76124,渔期,yu qi
76125,艺高人胆大,yi gao ren dan da
76126,向火,xiang huo
76127,武玄霜,wu xuan shuang
76128,黄教,huang jiao
76129,赠言,zeng yan
76130,礼拜四,li bai si
76131,伍长,wu zhang
76132,窘困,jiong kun
76133,京沪线,jing hu xian
76134,松毛虫,song mao chong
76135,孤军作战,gu jun zuo zhan
76136,吴薇,wu wei
76137,清规戒律,qing gui jie lv
76138,踢踏,ti ta
76139,李香君,li xiang jun
76140,沃尔顿,wo er dun
76141,瓷牙,ci ya
76142,观察团,guan cha tuan
76143,顶罪,ding zui
76144,纲举目张,gang ju mu zhang
76145,自惭,zi can
76146,多多包涵,duo duo bao han
76147,高妙,gao miao
76148,悠闲自在,you xian zi zai
76149,黄华峰,huang hua feng
76150,洪都拉斯队,hong dou la si dui
76151,巴图,ba tu
76152,英伦三岛,ying lun san dao
76153,下泻,xia xie
76154,女侍,nv shi
76155,免官,mian guan
76156,周琦,zhou qi
76157,王香菊,wang xiang ju
76158,来文,lai wen
76159,杨勤冀,yang qin ji
76160,陈琛旭,chen chen xu
76161,东宁,dong ning
76162,噩运,e yun
76163,宝刀不老,bao dao bu lao
76164,国术,guo shu
76165,优哉游哉,you zai you zai
76166,安贞,an zhen
76167,张燮林,zhang xie lin
76168,杜珏,du jue
76169,拉萨河,la sa he
76170,郝伟,hao wei
76171,胡成虎,hu cheng hu
76172,延安东路,yan an dong lu
76173,张毕玄,zhang bi xuan
76174,锁子,suo zi
76175,唐绍仪,tang shao yi
76176,弄权,nong quan
76177,酸败,suan bai
76178,陈汉典,chen han dian
76179,粘连性,zhan lian xing
76180,宋体,song ti
76181,柯基,ke ji
76182,后天性,hou tian xing
76183,妻弟,qi di
76184,秦王朝,qin wang chao
76185,化妆舞会,hua zhuang wu hui
76186,第三杯,di san bei
76187,盈利率,ying li lv
76188,丰隆,feng long
76189,高标号,gao biao hao
76190,日耳曼人,ri er man ren
76191,一处处,yi chu chu
76192,码子,ma zi
76193,陈娟,chen juan
76194,人微言轻,ren wei yan qing
76195,口语化,kou yu hua
76196,大邑县,da yi xian
76197,冷寂,leng ji
76198,韦慕岚,wei mu lan
76199,道县,dao xian
76200,贾老,jia lao
76201,魏老师,wei lao shi
76202,刘武周,liu wu zhou
76203,科学奖,ke xue jiang
76204,免予起诉,mian yu qi su
76205,主妇们,zhu fu men
76206,摄影界,she ying jie
76207,卡姆,ka mu
76208,诲人不倦,hui ren bu juan
76209,李伟峰,li wei feng
76210,教学相长,jiao xue xiang zhang
76211,抗生,kang sheng
76212,阳伞,yang san
76213,陈锦华,chen jin hua
76214,不干不净,bu gan bu jing
76215,贵干,gui gan
76216,做保证,zuo bao zheng
76217,咳出来,ke chu lai
76218,联合国部队,lian he guo bu dui
76219,政府主导型,zheng fu zhu dao xing
76220,基干,ji gan
76221,防患未然,fang huan wei ran
76222,第十轮,di shi lun
76223,孝廉,xiao lian
76224,华彬,hua bin
76225,王殿甫,wang dian fu
76226,北京首钢队,bei jing shou gang dui
76227,范进,fan jin
76228,奖售,jiang shou
76229,上下限,shang xia xian
76230,陈元,chen yuan
76231,闹笑话,nao xiao hua
76232,数据保护,shu ju bao hu
76233,思乡之情,si xiang zhi qing
76234,寿光市,shou guang shi
76235,陆氏,lu shi
76236,蒲县,pu xian
76237,囊腺癌,nang xian ai
76238,夏播,xia bo
76239,情节严重者,qing jie yan zhong zhe
76240,律大石,lv da shi
76241,千分之五,qian fen zhi wu
76242,日班,ri ban
76243,锯条,ju tiao
76244,酣战,han zhan
76245,物竞天择,wu jing tian ze
76246,环型,huan xing
76247,艾尔,ai er
76248,重结晶,zhong jie jing
76249,科技节,ke ji jie
76250,方兴东,fang xing dong
76251,高山仰止,gao shan yang zhi
76252,联邦安全局,lian bang an quan ju
76253,稀松,xi song
76254,牵累,qian lei
76255,弗林斯,fu lin si
76256,霍尔果斯,huo er guo si
76257,顶班,ding ban
76258,双酚,shuang fen
76259,马成,ma cheng
76260,理论化,li lun hua
76261,阿尔泰山,a er tai shan
76262,蜂蜡,feng la
76263,支柱性,zhi zhu xing
76264,热传导,re chuan dao
76265,龙炎,long yan
76266,攻无不克,gong wu bu ke
76267,志愿兵,zhi yuan bing
76268,北大医院,bei da yi yuan
76269,光系统,guang xi tong
76270,库仑,ku lun
76271,教科院,jiao ke yuan
76272,色觉,se jue
76273,转引,zhuan yin
76274,拉法兰,la fa lan
76275,鸡子,ji zi
76276,学习法,xue xi fa
76277,太太们,tai tai men
76278,招纳,zhao na
76279,死不要脸,si bu yao lian
76280,凯诺,kai nuo
76281,歹念,dai nian
76282,进入者,jin ru zhe
76283,绍兴路,shao xing lu
76284,通俗歌曲,tong su ge qu
76285,辰时,chen shi
76286,刘医生,liu yi sheng
76287,余数,yu shu
76288,木匣,mu xia
76289,丁肇中,ding zhao zhong
76290,小鬼头,xiao gui tou
76291,识者,shi zhe
76292,氯化铵,lv hua an
76293,彡,shan
76294,高虎城,gao hu cheng
76295,物理层,wu li ceng
76296,金丝雀,jin si que
76297,司徒文,si tu wen
76298,苏天民,su tian min
76299,兵甲,bing jia
76300,劳埃德,lao ai de
76301,小严,xiao yan
76302,鹰隼,ying sun
76303,嗾,sou
76304,吴静钰,wu jing yu
76305,周晓兰,zhou xiao lan
76306,宋坚,song jian
76307,容琳,rong lin
76308,乌德勒,wu de lei
76309,花叶病,hua ye bing
76310,电门,dian men
76311,奥查娅,ao cha ya
76312,长期而言,chang qi er yan
76313,阿南,a nan
76314,封建制,feng jian zhi
76315,姓郑,xing zheng
76316,白忙,bai mang
76317,孙琳,sun lin
76318,第二十三章,di er shi san zhang
76319,董事们,dong shi men
76320,后楼,hou lou
76321,盗洞,dao dong
76322,安吉丽娜,an ji li na
76323,先烈们,xian lie men
76324,山冈,shan gang
76325,七窍生烟,qi qiao sheng yan
76326,中国餐馆,zhong guo can guan
76327,李剑生,li jian sheng
76328,烂醉如泥,lan zui ru ni
76329,不识相,bu shi xiang
76330,飞沙走石,fei sha zou shi
76331,陨石坑,yun shi keng
76332,开线,kai xian
76333,刘建华,liu jian hua
76334,面如土色,mian ru tu se
76335,第三起,di san qi
76336,喁,yong
76337,硅钢片,gui gang pian
76338,郭德刚,guo de gang
76339,经营期,jing ying qi
76340,雕刻家,diao ke jia
76341,翻印,fan yin
76342,拉筋,la jin
76343,春玉米,chun yu mi
76344,当啷,dang lang
76345,留得青山在,liu de qing shan zai
76346,刘震云,liu zhen yun
76347,皮蓬,pi peng
76348,烂货,lan huo
76349,大切诺基,da qie nuo ji
76350,张裕集团,zhang yu ji tuan
76351,犍,jian
76352,牛鞭,niu bian
76353,李伯清,li bo qing
76354,罗士信,luo shi xin
76355,萧大人,xiao da ren
76356,刘将军,liu jiang jun
76357,撒拉,sa la
76358,齐星衡,qi xing heng
76359,杯垫,bei dian
76360,惠济区,hui ji qu
76361,阿利耶夫,a li ye fu
76362,朔风,shuo feng
76363,包管,bao guan
76364,蔡永祥,cai yong xiang
76365,麦兆辉,mai zhao hui
76366,激发态,ji fa tai
76367,轩辕剑,xuan yuan jian
76368,说不来,shuo bu lai
76369,社区化,she qu hua
76370,梅江,mei jiang
76371,蓝心灵,lan xin ling
76372,辅机,fu ji
76373,警备队,jing bei dui
76374,永新县,yong xin xian
76375,识见,shi jian
76376,后继乏人,hou ji fa ren
76377,南京银行,nan jing yin hang
76378,麻纺,ma fang
76379,素朴,su piao
76380,阳钢,yang gang
76381,唐县,tang xian
76382,平公主,ping gong zhu
76383,莳,shi
76384,华纳公司,hua na gong si
76385,彼得堡,bi de bao
76386,组化法,zu hua fa
76387,竭泽而渔,jie ze er yu
76388,数据集,shu ju ji
76389,桐子,tong zi
76390,李灏,li hao
76391,吴良镛,wu liang yong
76392,资力,zi li
76393,日落西山,ri luo xi shan
76394,向前冲,xiang qian chong
76395,周南,zhou nan
76396,帼,guo
76397,舒巴坦,shu ba tan
76398,大青叶,da qing ye
76399,倒叙,dao xu
76400,赠阅,zeng yue
76401,尸横遍野,shi heng bian ye
76402,肝脓肿,gan nong zhong
76403,扁舟,pian zhou
76404,老奸巨猾,lao jian ju hua
76405,突地,tu di
76406,张庆,zhang qing
76407,李琰,li yan
76408,泰西,tai xi
76409,颓败,tui bai
76410,说戏,shuo xi
76411,晒图,shai tu
76412,唐顿庄园,tang dun zhuang yuan
76413,几内亚比绍,ji nei ya bi shao
76414,娱乐类,yu le lei
76415,刘东华,liu dong hua
76416,过滤机,guo lv ji
76417,欺世盗名,qi shi dao ming
76418,护校,hu xiao
76419,脏衣,zang yi
76420,齐先生,qi xian sheng
76421,木筷,mu kuai
76422,萧武,xiao wu
76423,射孔,she kong
76424,一忽儿,yi hu er
76425,落叶松,luo ye song
76426,说亲,shuo qin
76427,北林,bei lin
76428,羞惭,xiu can
76429,校警,xiao jing
76430,酌定,zhuo ding
76431,老钟,lao zhong
76432,词源,ci yuan
76433,克莱,ke lai
76434,飞短流长,fei duan liu chang
76435,万籁俱寂,wan lai ju ji
76436,说通,shuo tong
76437,碱基对,jian ji dui
76438,杜宇新,du yu xin
76439,方少云,fang shao yun
76440,纪登奎,ji deng kui
76441,瓜熟蒂落,gua shu di luo
76442,常先生,chang xian sheng
76443,傕,jue
76444,崔智友,cui zhi you
76445,卷扬机,juan yang ji
76446,王处长,wang chu zhang
76447,穿线,chuan xian
76448,随葬,sui zang
76449,李晖,li hui
76450,浩繁,hao fan
76451,病家,bing jia
76452,翕,xi
76453,司农,si nong
76454,小令,xiao ling
76455,韩旭,han xu
76456,蒙头大睡,meng tou da shui
76457,陈海平,chen hai ping
76458,立法局,li fa ju
76459,扩募,kuo mu
76460,蜂农,feng nong
76461,脑栓塞,nao shuan se
76462,高浩荣,gao hao rong
76463,沙虫,sha chong
76464,懸,xuan
76465,眼皮子底下,yan pi zi di xia
76466,万安,wan an
76467,接待费,jie dai fei
76468,兜底,dou di
76469,果果们,guo guo men
76470,侄孙,zhi sun
76471,毛某,mao mou
76472,聂远,nie yuan
76473,伸延,shen yan
76474,亲随,qin sui
76475,永胜,yong sheng
76476,帕斯卡,pa si ka
76477,绝顶聪明,jue ding cong ming
76478,马奶,ma nai
76479,彼一时,bi yi shi
76480,贺州市,he zhou shi
76481,施泰因迈尔,shi tai yin mai er
76482,困守,kun shou
76483,传习,chuan xi
76484,淳化,chun hua
76485,刘长春,liu chang chun
76486,和费率,he fei lv
76487,变换器,bian huan qi
76488,周禹鹏,zhou yu peng
76489,煞车,sha che
76490,上浆,shang jiang
76491,长乐市,chang le shi
76492,擤鼻涕,xing bi ti
76493,底孔,di kong
76494,添加物,tian jia wu
76495,生成物,sheng cheng wu
76496,烂秧,lan yang
76497,伸缩缝,shen suo feng
76498,悚,song
76499,沈路涛,shen lu tao
76500,葳,wei
76501,和田一夫,he tian yi fu
76502,朋党,peng dang
76503,萨基,sa ji
76504,反咬一口,fan yao yi kou
76505,中鼻甲,zhong bi jia
76506,张晖,zhang hui
76507,滴管,di guan
76508,林飞,lin fei
76509,宗教学,zong jiao xue
76510,狷,juan
76511,名讳,ming hui
76512,陈忠华,chen zhong hua
76513,横断山,heng duan shan
76514,磨具,mo ju
76515,知识产权法,zhi shi chan quan fa
76516,刻写,ke xie
76517,药政,yao zheng
76518,山崩地裂,shan beng di lie
76519,拾遗补缺,shi yi bu que
76520,核讹诈,he e zha
76521,程冠军,cheng guan jun
76522,碑记,bei ji
76523,陈依,chen yi
76524,哈卢茨,ha lu ci
76525,沃尔特,wo er te
76526,颛顼,zhuan xu
76527,全军覆灭,quan jun fu mie
76528,顾颉刚,gu jie gang
76529,藏红花,zang hong hua
76530,结疤,jie ba
76531,电子枪,dian zi qiang
76532,晨昏,chen hun
76533,后台老板,hou tai lao ban
76534,借尸还魂,jie shi huan hun
76535,同形,tong xing
76536,狮子吼,shi zi hou
76537,过梁,guo liang
76538,药具,yao ju
76539,撷,xie
76540,英雄竞折腰,ying xiong jing zhe yao
76541,猎艳,lie yan
76542,探囊取物,tan nang qu wu
76543,岳州,yue zhou
76544,各向同性,ge xiang tong xing
76545,六环路,liu huan lu
76546,湄洲岛,mei zhou dao
76547,舯,zhong
76548,剖面图,pou mian tu
76549,直布罗陀,zhi bu luo tuo
76550,秋景,qiu jing
76551,茅厕,mao ce
76552,追逐赛,zhui zhu sai
76553,同步性,tong bu xing
76554,从略,cong lve
76555,柳钢,liu gang
76556,张庆黎,zhang qing li
76557,承诺期,cheng nuo qi
76558,臬,nie
76559,南海公园,nan hai gong yuan
76560,割除,ge chu
76561,多角形,duo jiao xing
76562,响马,xiang ma
76563,顺和,shun he
76564,新苗,xin miao
76565,籴,di
76566,打江山,da jiang shan
76567,扬程,yang cheng
76568,平车,ping che
76569,类病毒,lei bing du
76570,倒爷,dao ye
76571,吉安县,ji an xian
76572,唐子良,tang zi liang
76573,赵治勋,zhao zhi xun
76574,可治,ke zhi
76575,失陪,shi pei
76576,锦囊妙计,jin nang miao ji
76577,纳粹党,na cui dang
76578,地磁,di ci
76579,东京湾,dong jing wan
76580,热塑性,re su xing
76581,林星,lin xing
76582,熟谙,shu an
76583,自由练习赛,zi you lian xi sai
76584,徐少龙,xu shao long
76585,张勇军,zhang yong jun
76586,陈玉成,chen yu cheng
76587,康洁,kang jie
76588,李骥志,li ji zhi
76589,四乡,si xiang
76590,手挽着手,shou wan zhuo shou
76591,除虫菊,chu chong ju
76592,口门,kou men
76593,陈群,chen qun
76594,刘雄,liu xiong
76595,蒋平,jiang ping
76596,韩伟,han wei
76597,和平部队,he ping bu dui
76598,董震,dong zhen
76599,太阳宫,tai yang gong
76600,贵港市,gui gang shi
76601,矫饰,jiao shi
76602,言犹在耳,yan you zai er
76603,叶敏,ye min
76604,大兵团,da bing tuan
76605,金成,jin cheng
76606,主宰者,zhu zai zhe
76607,骓,zhui
76608,黄鸿飞,huang hong fei
76609,石原慎太郎,shi yuan shen tai lang
76610,汪小川,wang xiao chuan
76611,点唱,dian chang
76612,老江,lao jiang
76613,地穴,di xue
76614,深恐,shen kong
76615,袋袋,dai dai
76616,法籍,fa ji
76617,崇左市,chong zuo shi
76618,海南马自达,hai nan ma zi da
76619,灶王爷,zao wang ye
76620,孙超,sun chao
76621,夹江,jia jiang
76622,国金,guo jin
76623,拉法,la fa
76624,平交,ping jiao
76625,吴孟达,wu meng da
76626,王海军,wang hai jun
76627,项南,xiang nan
76628,章明基,zhang ming ji
76629,锡箔,xi bo
76630,高碑店,gao bei dian
76631,彭中轩,peng zhong xuan
76632,推脱责任,tui tuo ze ren
76633,声速,sheng su
76634,海鲜类,hai xian lei
76635,做生日,zuo sheng ri
76636,王珊,wang shan
76637,发水,fa shui
76638,埃尔多安,ai er duo an
76639,坐吃山空,zuo chi shan kong
76640,子虚,zi xu
76641,侨生,qiao sheng
76642,地裂,di lie
76643,龙骧,long xiang
76644,王家瑞,wang jia rui
76645,雏鸟,chu niao
76646,邕江,yong jiang
76647,小潮,xiao chao
76648,后顾,hou gu
76649,王利明,wang li ming
76650,正体,zheng ti
76651,意志薄弱,yi zhi bo ruo
76652,李旭,li xu
76653,和衷共济,he zhong gong ji
76654,李昕,li xin
76655,爽身粉,shuang shen fen
76656,油垢,you gou
76657,邹平,zou ping
76658,拜望,bai wang
76659,刀耕火种,dao geng huo zhong
76660,魏杰,wei jie
76661,岛弧,dao hu
76662,红血球,hong xue qiu
76663,劈叉,pi cha
76664,美国法院,mei guo fa yuan
76665,剔出,ti chu
76666,跑马场,pao ma chang
76667,康先生,kang xian sheng
76668,富彩,fu cai
76669,甦,su
76670,艾利和,ai li he
76671,张汝京,zhang ru jing
76672,吴晓求,wu xiao qiu
76673,华英雄,hua ying xiong
76674,张然羽,zhang ran yu
76675,尘俗,chen su
76676,战成,zhan cheng
76677,仓储业,cang chu ye
76678,合纵连横,he zong lian heng
76679,发闷,fa men
76680,层压,ceng ya
76681,默拉皮火山,mo la pi huo shan
76682,弹球,dan qiu
76683,亚欧大陆桥,ya ou da lu qiao
76684,航道局,hang dao ju
76685,韩彩英,han cai ying
76686,北方市场,bei fang shi chang
76687,地裂缝,di lie feng
76688,接枝,jie zhi
76689,姓韩,xing han
76690,农展馆,nong zhan guan
76691,潭柘寺,tan zhe si
76692,黄斌,huang bin
76693,朱利,zhu li
76694,袁弘,yuan hong
76695,赏钱,shang qian
76696,呻,shen
76697,第九版,di jiu ban
76698,獐,zhang
76699,小犬,xiao quan
76700,亚平宁,ya ping ning
76701,印军,yin jun
76702,游兴,you xing
76703,三妻四妾,san qi si qie
76704,昼伏夜出,zhou fu ye chu
76705,泾县,jing xian
76706,有言在先,you yan zai xian
76707,名伶,ming ling
76708,按劳取酬,an lao qu chou
76709,后悔不迭,hou hui bu die
76710,小鲍,xiao bao
76711,通讯费,tong xun fei
76712,孤掌难鸣,gu zhang nan ming
76713,新密,xin mi
76714,英魂,ying hun
76715,雷蒙,lei meng
76716,端阳,duan yang
76717,法切蒂,fa qie di
76718,脾静脉,pi jing mai
76719,夜盲症,ye mang zheng
76720,大望路,da wang lu
76721,旋流器,xuan liu qi
76722,辂,lu
76723,狂草,kuang cao
76724,当政者,dang zheng zhe
76725,地权,di quan
76726,阿义,a yi
76727,山野菜,shan ye cai
76728,为虎作伥,wei hu zuo chang
76729,舒乙,shu yi
76730,郑雄,zheng xiong
76731,谢师宴,xie shi yan
76732,楚家,chu jia
76733,攻讦,gong jie
76734,傩戏,nuo xi
76735,大众市场,da zhong shi chang
76736,双工,shuang gong
76737,毁誉参半,hui yu can ban
76738,群雕,qun diao
76739,破壳而出,po ke er chu
76740,以小见大,yi xiao jian da
76741,视情况而定,shi qing kuang er ding
76742,交警们,jiao jing men
76743,棕黑,zong hei
76744,狰狞面目,zheng ning mian mu
76745,霞浦县,xia pu xian
76746,浊流,zhuo liu
76747,被服,bei fu
76748,小师,xiao shi
76749,尖晶石,jian jing shi
76750,认识认识,ren shi ren shi
76751,英勇作战,ying yong zuo zhan
76752,郑敏,zheng min
76753,粗制,cu zhi
76754,克里米亚,ke li mi ya
76755,坝基,ba ji
76756,对关节,dui guan jie
76757,活性碳,huo xing tan
76758,坐冷板凳,zuo leng ban deng
76759,老三届,lao san jie
76760,场院,chang yuan
76761,广州酒家,guang zhou jiu jia
76762,德雷克斯勒,de lei ke si lei
76763,吴天麟,wu tian lin
76764,何经华,he jing hua
76765,张雨生,zhang yu sheng
76766,延河,yan he
76767,盖碗,gai wan
76768,红榜,hong bang
76769,孙玮,sun wei
76770,字斟句酌,zi zhen ju zhuo
76771,田老师,tian lao shi
76772,柳斌杰,liu bin jie
76773,旦角,dan jue
76774,世风,shi feng
76775,姚兰,yao lan
76776,钱叶,qian ye
76777,所惧,suo ju
76778,技监部门,ji jian bu men
76779,第三度,di san du
76780,新昌县,xin chang xian
76781,老花眼镜,lao hua yan jing
76782,热交换器,re jiao huan qi
76783,郝先生,hao xian sheng
